id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
3797000745;20150209T000000;500000;3;1;1370;3500;1.5;0;0;3;7;1370;0;1905;1985;98103;476.857;-122.348;1590;4500
9178600360;20140604T000000;760500;3;2;1990;3990;1;0;0;5;7;1130;860;1912;0;98103;476.572;-122.333;1710;4000
3363900155;20141209T000000;470000;2;1;1220;4000;1.5;0;0;4;6;1220;0;1908;0;98103;476.801;-122.354;1580;4000
2306400040;20150416T000000;604000;3;2;1560;2589;1;0;0;3;7;790;770;1923;2001;98103;476.587;-122.344;1450;3893
4310701565;20140916T000000;425000;3;3.25;1410;1350;3;0;0;3;8;1410;0;2005;0;98103;47.698;-122.34;1410;1253
917000300;20140520T000000;452000;4;1;1210;3760;1.5;0;0;3;6;1210;0;1900;0;98103;476.872;-122.344;1540;3800
6430500008;20150302T000000;428750;3;1;1100;4080;1;0;0;4;7;900;200;1929;0;98103;476.872;-122.351;1170;4080
2883200961;20140605T000000;700000;3;1.75;1910;4800;1;0;0;3;7;1080;830;1959;0;98103;476.844;-122.332;1750;4800
625049274;20150303T000000;720000;3;2;1590;5200;1;0;0;3;7;1320;270;1939;0;98103;476.864;-122.341;1620;5150
8021700495;20140722T000000;503045;3;3;1560;2250;2;0;0;3;9;1560;0;2009;0;98103;476.929;-122.333;1610;4500
9468200100;20140710T000000;569950;4;1;1140;5940;1;0;2;3;7;1140;0;1916;0;98103;476.795;-122.354;1630;4000
6431000015;20140530T000000;700000;4;2.5;2310;3570;1.5;0;0;3;7;1490;820;1927;2014;98103;476.889;-122.347;1580;3060
4083301380;20141017T000000;842000;3;1;1620;4774;1.5;0;0;3;7;1620;0;1920;0;98103;47.659;-122.339;1880;4560
2402100205;20141119T000000;412133;2;1;920;4400;1;0;0;3;7;920;0;1948;0;98103;476.903;-122.332;1560;4600
8129700644;20140703T000000;715000;3;4;2080;2250;3;0;4;3;8;2080;0;1997;0;98103;476.598;-122.355;2080;2250
8129700644;20150424T000000;780000;3;4;2080;2250;3;0;4;3;8;2080;0;1997;0;98103;476.598;-122.355;2080;2250
6046401030;20140528T000000;432500;3;1.75;1980;5100;1;0;0;3;7;1270;710;1965;0;98103;476.911;-122.347;1400;5100
1257201095;20150323T000000;826000;2;1;1060;6120;1;0;0;3;7;1060;0;1908;0;98103;476.739;-122.329;1730;4080
625049310;20150311T000000;587750;2;1;890;4730;1;0;0;3;7;890;0;1941;0;98103;476.876;-122.341;1330;5904
4310701575;20140610T000000;429000;3;3.25;1410;1246;3;0;0;3;8;1410;0;2005;0;98103;476.981;-122.34;1410;1253
1931300688;20150429T000000;533000;3;3;1280;1085;3;0;0;3;8;1280;0;2004;0;98103;476.569;-122.346;1300;1310
4083302485;20150420T000000;913000;3;1.75;2170;4000;1;0;0;4;7;1110;1060;1925;0;98103;476.546;-122.337;1890;4000
9287800375;20141030T000000;685000;3;2;2210;5000;1.5;0;2;3;7;1710;500;1909;0;98103;476.754;-122.357;1920;5000
1257202430;20140617T000000;1,01E+09;4;3.5;2650;3060;2;0;0;3;9;2060;590;2001;0;98103;476.735;-122.332;1470;3060
4310702876;20141103T000000;398500;2;2.5;1780;1311;3;0;0;3;8;1350;430;2005;0;98103;476.962;-122.34;1390;1227
1931300665;20141009T000000;850000;3;3;1910;4800;1.5;0;0;3;9;1910;0;1900;1991;98103;476.572;-122.346;1280;1310
2919200665;20141103T000000;734000;3;1.75;2145;3840;1.5;0;0;5;8;2145;0;1910;0;98103;476.875;-122.357;1140;3840
2919201385;20141113T000000;275000;2;1;680;4190;1;0;0;2;5;680;0;1906;0;98103;476.901;-122.358;1070;4175
993000100;20150410T000000;760000;6;3.75;3810;6150;2;0;0;4;8;3810;0;1977;0;98103;47.694;-122.34;1830;5125
2917200085;20150408T000000;350000;2;1;1160;5395;1;0;0;3;7;860;300;1940;0;98103;477.007;-122.354;1664;5363
7821200375;20150126T000000;432000;2;1;960;3235;1;0;0;4;7;960;0;1916;0;98103;47.661;-122.344;1290;2069
263000324;20140513T000000;550000;7;4;3440;8100;2;0;0;3;7;3440;0;1970;0;98103;476.981;-122.349;1420;1560
3975400045;20141226T000000;920000;6;3;3300;4218;2;0;0;3;8;2200;1100;1970;0;98103;476.557;-122.344;1420;4218
2883200875;20150206T000000;680200;2;1.5;1960;6000;1;0;0;3;8;1210;750;1951;0;98103;476.849;-122.333;2060;6000
3797000400;20141125T000000;616500;4;2.25;1880;3000;2;0;0;3;8;1760;120;1909;1977;98103;476.864;-122.349;1880;3000
6865200831;20140507T000000;475000;2;1;820;2723;1;0;0;3;7;820;0;1921;0;98103;476.623;-122.339;1370;3850
91000320;20140923T000000;393000;2;1;980;3350;1;0;0;4;7;980;0;1925;0;98103;476.858;-122.352;1260;4000
263000327;20150227T000000;400000;3;2.5;1460;1319;3;0;0;3;8;1460;0;2002;0;98103;47.698;-122.349;1430;1530
3975400260;20140902T000000;749500;4;2.75;2490;3840;1.5;0;0;4;7;1610;880;1922;0;98103;476.551;-122.344;1420;4000
1923800135;20141001T000000;495000;3;1.75;2080;3000;1;0;0;4;7;1040;1040;1925;0;98103;476.853;-122.35;1000;3193
9178600810;20141217T000000;578500;3;1;1490;5700;1.5;0;0;3;7;1490;0;1916;0;98103;476.549;-122.331;2290;5700
1972202010;20140801T000000;435000;3;3;1440;1350;3.5;0;2;3;8;1440;0;2005;0;98103;476.525;-122.345;1440;1350
1994200012;20150413T000000;580000;3;1.75;1850;2797;1;0;0;3;8;1150;700;1977;0;98103;476.871;-122.336;1450;4599
6690500060;20140724T000000;530000;3;1;1370;4040;1.5;0;0;3;7;1370;0;1906;0;98103;476.867;-122.354;1220;3030
4083300510;20140505T000000;657100;4;1;1390;4240;1;0;0;3;7;1050;340;1924;0;98103;476.596;-122.338;1810;4240
1972200751;20140519T000000;485000;2;2.25;1260;1240;3;0;0;3;8;1260;0;2004;0;98103;476.531;-122.352;1330;1300
510003230;20140810T000000;720001;3;2.5;1430;2200;1.5;0;0;4;7;1430;0;1910;0;98103;476.601;-122.331;1740;4275
5694500200;20140813T000000;829000;4;3;3310;4500;2.5;0;0;5;9;2910;400;1900;0;98103;476.594;-122.345;1440;3750
1529300135;20141014T000000;338000;2;1;750;6439;1;0;0;4;6;750;0;1934;0;98103;476.995;-122.354;1470;6374
1172000135;20140731T000000;446000;4;2;1940;6350;1;0;0;4;7;970;970;1951;0;98103;476.948;-122.357;960;6350
8129700565;20141008T000000;601450;2;3.25;1840;1500;3;0;0;3;8;1840;0;2001;0;98103;476.595;-122.354;1910;2500
1814800060;20150220T000000;965000;4;3.5;3290;5559;1.5;0;0;3;8;2290;1000;1906;2004;98103;476.788;-122.346;1790;6000
3362401000;20140701T000000;695000;3;2;2500;4080;1.5;0;0;5;7;1680;820;1922;0;98103;476.813;-122.346;1550;3060
789000520;20140715T000000;402500;3;1.75;1480;2211;2;0;0;3;7;1480;0;1995;0;98103;476.966;-122.35;1480;2197
2886200070;20140602T000000;550000;3;2;1810;4064;1.5;0;0;3;7;1810;0;1925;0;98103;476.859;-122.339;1518;2945
8032700070;20141118T000000;770000;3;2.25;1870;1900;3;0;0;3;8;1870;0;2008;0;98103;476.537;-122.34;1690;1694
9530101670;20140623T000000;525000;2;1;1080;3500;1;0;3;3;7;1080;0;1924;0;98103;476.667;-122.356;1790;4000
9521100465;20141013T000000;645000;2;1;1240;5000;1;0;0;3;7;1000;240;1920;0;98103;476.634;-122.351;1480;3500
4083302625;20150324T000000;738000;3;1;1280;3900;1;0;0;4;7;1280;0;1921;0;98103;476.545;-122.336;2020;4560
1972200696;20141006T000000;521000;3;3.25;1460;1254;3;0;0;3;8;1460;0;2000;0;98103;476.535;-122.353;1400;1255
993002127;20150223T000000;436000;3;2.25;1480;1384;3;0;0;3;8;1480;0;2008;0;98103;47.691;-122.342;1310;1329
91000135;20150507T000000;750000;4;1.5;2060;4000;1.5;0;2;3;7;1580;480;1920;1990;98103;476.857;-122.353;1160;4000
510002010;20140630T000000;875000;4;1.5;1800;3245;1.5;0;0;4;8;1800;0;1929;0;98103;476.605;-122.331;1800;4275
3626039250;20150428T000000;283000;2;1;940;6350;1;0;0;4;5;940;0;1942;0;98103;47.698;-122.357;1490;6350
6046400465;20141028T000000;397500;3;1;1480;5100;1.5;0;0;3;7;1480;0;1938;1959;98103;476.915;-122.348;1300;5100
4459800075;20140603T000000;710000;3;2;2140;4923;1;0;0;4;8;1070;1070;1928;0;98103;476.902;-122.339;1470;4923
6815100370;20141030T000000;845000;4;3;2390;4000;1.5;0;0;5;8;1460;930;1931;0;98103;476.857;-122.331;1670;4000
9287800135;20140714T000000;1,11E+09;5;3.25;3070;5000;2;0;0;3;9;2050;1020;2006;0;98103;476.742;-122.356;2070;5000
3047700045;20140717T000000;525000;3;2.25;2110;2850;3;0;0;3;8;2110;0;2001;0;98103;476.915;-122.339;1340;5001
1997200060;20140908T000000;270000;1;1;720;5196;1;0;0;3;7;720;0;1911;0;98103;476.928;-122.337;1580;5762
6430500238;20141216T000000;651500;4;1.5;1500;3075;2;0;0;5;7;1420;80;1929;0;98103;476.893;-122.35;1480;3774
4083306620;20140728T000000;565000;3;1.75;1720;2218;1.5;0;0;3;7;1270;450;1931;2003;98103;47.649;-122.335;1130;1600
5694501195;20150511T000000;438600;1;1;720;2500;1;0;0;3;7;720;0;1910;0;98103;476.597;-122.345;1520;3750
6430000070;20141027T000000;355000;3;0.75;1420;3060;1;0;0;4;7;860;560;1923;0;98103;476.872;-122.346;1350;4000
4083305085;20140520T000000;1,13E+09;6;3;2880;3192;2;0;0;4;8;2180;700;1919;0;98103;476.506;-122.332;1870;4533
1972202505;20140729T000000;543000;3;2.5;1540;1256;3;0;0;3;8;1540;0;2004;0;98103;476.498;-122.346;1500;1350
1923300135;20150310T000000;365000;3;1.75;1820;5555;1;0;0;4;7;1030;790;1939;0;98103;476.867;-122.352;1420;4000
6431000196;20140604T000000;519000;2;1;830;2820;1;0;0;4;7;830;0;1920;0;98103;47.689;-122.347;1460;3150
1972201550;20140716T000000;565000;4;1;1540;2452;1.5;0;0;4;7;1540;0;1906;0;98103;476.522;-122.348;1290;3360
4083304355;20150318T000000;675000;4;1.75;1530;3615;1.5;0;0;4;7;1530;0;1913;0;98103;476.529;-122.334;1650;4200
1994200260;20140819T000000;869900;6;4.5;2750;4400;2;0;0;3;8;1770;980;1987;0;98103;476.883;-122.335;1860;4400
9550200370;20140520T000000;700000;4;1;1680;4021;1.5;0;0;3;7;1680;0;1921;0;98103;476.663;-122.332;1710;4021
9266700295;20141024T000000;397000;3;1.75;1340;5100;1;0;0;3;7;1340;0;1953;0;98103;47.694;-122.348;1550;5100
4083300070;20140512T000000;870300;4;2.5;2350;3150;1.5;0;0;4;8;1690;660;1910;0;98103;476.605;-122.335;1750;3150
1931300955;20141126T000000;525000;1;1;830;3200;1;0;0;3;7;830;0;1924;0;98103;476.557;-122.348;1350;2512
9445300045;20140609T000000;831000;4;2.5;2030;3905;1.5;0;0;4;7;1630;400;1926;0;98103;476.547;-122.34;2000;3905
9530101535;20150327T000000;680000;3;1.75;1870;4320;1;0;0;4;7;970;900;1920;0;98103;476.663;-122.357;1810;3900
9523102447;20141117T000000;688500;3;1.75;1760;4125;1.5;0;3;4;7;1760;0;1927;0;98103;476.748;-122.352;1760;4000
9232900075;20141021T000000;314963;2;1;890;6350;1;0;0;3;6;890;0;1943;0;98103;476.975;-122.357;1490;6350
8021700030;20140604T000000;371000;3;1.5;1420;4500;1;0;0;3;7;1420;0;1959;0;98103;47.694;-122.332;1540;6375
9523100550;20141003T000000;857500;3;1.5;2040;3960;2;0;2;5;8;2040;0;1928;0;98103;476.658;-122.355;1540;3400
4310702440;20141014T000000;355000;3;2;1480;2502;2;0;0;3;7;1480;0;1991;0;98103;476.969;-122.338;1850;5000
6749700117;20150423T000000;350000;3;2.25;1190;1022;3;0;0;3;8;1190;0;1998;0;98103;476.972;-122.349;1210;1171
1257201375;20141202T000000;550000;3;2;1650;3952;2;0;0;3;7;1650;0;1950;0;98103;476.727;-122.33;1210;4560
9523102420;20140922T000000;535000;1;1;920;5000;1;0;3;4;7;920;0;1906;0;98103;476.748;-122.352;1890;5000
9551200270;20140825T000000;1,00E+06;5;3;3350;9450;2;0;0;5;8;2180;1170;1912;1980;98103;476.705;-122.34;2660;4500
9482700075;20150112T000000;800000;4;3.5;2370;3302;2;0;0;3;8;1610;760;1926;2014;98103;47.684;-122.341;2170;3800
9468200163;20140709T000000;680000;3;2;1780;5720;1;0;0;5;7;980;800;1925;0;98103;476.794;-122.351;1620;5050
993001342;20140808T000000;397500;3;2.25;1430;1383;3;0;0;3;8;1430;0;2005;0;98103;476.917;-122.341;1430;1347
1172000150;20140829T000000;238000;1;1;530;6350;1;0;0;5;5;530;0;1941;0;98103;476.946;-122.357;1200;6350
4083801395;20140724T000000;780000;3;2.75;1970;2600;2.5;0;0;3;8;1970;0;1924;1994;98103;47.663;-122.335;1680;3120
9136103026;20150305T000000;539000;3;1.75;1380;3225;1;0;0;4;7;940;440;1915;0;98103;476.652;-122.338;1250;3750
3126049107;20150503T000000;577500;2;1;1640;5515;1;0;0;4;7;940;700;1926;0;98103;476.912;-122.334;2054;5515
263000325;20140611T000000;349000;3;2.5;1430;1002;3;0;0;3;8;1430;0;2002;0;98103;47.698;-122.349;1430;1530
3626039279;20140805T000000;395000;2;1;960;6700;1;0;0;3;7;960;0;1951;0;98103;476.955;-122.357;1350;6700
3126049261;20150316T000000;259250;3;1;940;5904;1;0;0;3;6;940;0;1947;0;98103;47.699;-122.35;870;5728
9521101065;20150323T000000;580000;2;1.5;1220;5000;1;0;2;4;7;1220;0;1938;0;98103;476.624;-122.348;2090;3850
3362401935;20140619T000000;549000;4;1.75;1290;3060;2;0;0;4;7;1290;0;1906;0;98103;476.798;-122.348;1510;4080
2331300395;20140510T000000;875000;4;2;2520;6000;1;0;0;3;8;1400;1120;1921;2007;98103;476.767;-122.35;1580;3720
9266701115;20140808T000000;488000;2;1.5;1000;5125;1;0;0;3;7;1000;0;1942;1968;98103;476.926;-122.347;1090;5100
9521101520;20141212T000000;543000;2;1;940;3864;1;0;0;4;8;940;0;1918;0;98103;476.631;-122.345;1440;3956
2877104196;20141206T000000;760000;3;2;1780;1750;1;0;2;3;8;1400;380;1927;2014;98103;476.797;-122.357;1780;3750
993002247;20140716T000000;430000;3;2.25;1550;1469;3;0;0;3;8;1550;0;2004;0;98103;476.911;-122.341;1520;1465
7517500610;20150304T000000;781000;3;2.5;1920;1896;3;0;3;3;8;1920;0;2000;0;98103;476.616;-122.356;1670;2994
625049318;20140804T000000;605000;4;2;1820;7626;1;0;0;5;7;990;830;1941;0;98103;476.878;-122.342;1390;5904
6813600365;20141009T000000;527950;4;1.75;1760;3600;1;0;0;5;7;880;880;1926;0;98103;476.889;-122.33;1500;5580
3126049052;20150318T000000;551000;4;1.75;2040;6348;1;0;0;3;7;1020;1020;1962;0;98103;476.964;-122.336;1770;5047
1257201010;20150504T000000;698000;2;1;1510;4080;1;0;0;3;7;1010;500;1923;0;98103;476.742;-122.329;1660;4080
9482700455;20141021T000000;696500;4;2.75;2540;4400;1.5;0;0;5;7;1630;910;1925;0;98103;476.832;-122.343;1560;3920
3797000205;20140924T000000;444000;3;2;1460;2610;2;0;0;3;8;1460;0;1987;0;98103;476.864;-122.345;1320;3000
3126049154;20140925T000000;570000;3;3;2400;3192;2;0;0;3;7;2400;0;1991;0;98103;476.963;-122.348;1360;3192
1930301540;20150223T000000;390000;1;1;710;4000;1;0;0;4;6;610;100;1928;0;98103;476.562;-122.354;1440;4500
3797002160;20140724T000000;409950;2;1;990;3000;1;0;0;4;6;990;0;1918;0;98103;476.839;-122.345;1120;3000
9136103027;20140608T000000;445000;2;1;1440;3225;1;0;0;3;7;960;480;1915;0;98103;476.653;-122.338;1160;3630
1931300815;20150326T000000;550000;2;1;980;4800;1;0;0;4;7;980;0;1910;0;98103;476.569;-122.348;1570;2640
8129700085;20140924T000000;597000;4;2.5;2280;2432;2;0;0;5;8;1520;760;1921;0;98103;476.605;-122.355;1690;2099
3797000330;20140623T000000;471001;3;1.75;1800;6000;1;0;0;5;7;900;900;1905;0;98103;476.867;-122.349;1800;3000
9523100458;20140617T000000;549000;2;2.5;1380;953;3;0;0;3;9;1380;0;2006;0;98103;476.654;-122.355;1430;3400
4083305870;20141001T000000;705000;2;2;1650;6840;1.5;0;0;5;7;1650;0;1916;0;98103;476.512;-122.338;1700;4560
263000155;20140505T000000;418000;3;2;1410;6030;1.5;0;0;4;7;1410;0;1930;0;98103;476.994;-122.347;1410;6300
8021701115;20140826T000000;549000;3;2;1560;5130;1;0;0;5;7;1150;410;1915;0;98103;476.913;-122.333;1560;4500
1930300410;20150304T000000;575000;2;1;1250;4320;1;0;0;4;7;850;400;1911;0;98103;476.549;-122.352;1520;4320
3797000145;20141015T000000;765000;4;2.75;2660;4500;1.5;0;0;5;8;1860;800;1909;0;98103;476.864;-122.347;1830;4000
9525100040;20150407T000000;705000;4;3.25;2740;5339;2.5;0;0;3;9;2740;0;2004;0;98103;476.706;-122.356;1770;4820
7517500085;20150425T000000;712500;3;1.75;1770;2800;1.5;0;0;3;7;1770;0;1914;0;98103;476.631;-122.357;1630;3254
9266701085;20140603T000000;409950;2;1.75;1370;5125;1;0;0;5;6;1370;0;1944;0;98103;476.926;-122.346;1200;5100
2877103615;20150511T000000;870000;4;1.75;2370;5000;1.5;0;2;3;8;1770;600;1919;0;98103;476.779;-122.357;2100;4550
625049281;20140521T000000;535000;2;1;1030;4841;1;0;0;3;7;920;110;1939;0;98103;47.686;-122.341;1530;4944
9266700256;20141013T000000;470000;2;1;1190;5200;1;0;0;5;7;1190;0;1912;0;98103;476.939;-122.348;1550;5100
9136103136;20150313T000000;580000;2;1;860;4013;1;0;0;3;7;860;0;1925;0;98103;476.652;-122.338;1490;4013
510000641;20150130T000000;662500;3;2;2070;4200;1.5;0;0;4;7;1670;400;1906;0;98103;476.624;-122.333;1490;4560
3362400472;20141202T000000;403000;2;1;720;3255;1;0;0;4;6;720;0;1905;0;98103;476.823;-122.348;1430;3170
4083301120;20150422T000000;705000;3;1;1440;2618;1.5;0;0;4;7;1440;0;1906;0;98103;476.582;-122.336;1850;3990
1931300175;20140702T000000;575000;4;2;1660;4800;1.5;0;0;3;7;1660;0;1922;0;98103;476.556;-122.345;1660;4800
5693500760;20140707T000000;570000;3;1;1890;3330;1.5;0;0;4;7;1390;500;1901;0;98103;476.597;-122.352;1530;3330
1529300410;20150224T000000;365000;2;1;870;5689;1;0;0;4;7;870;0;1948;0;98103;476.988;-122.351;1100;5711
4083306705;20141121T000000;725000;4;2.5;2130;3420;1.5;0;0;4;7;1730;400;1916;0;98103;47.649;-122.336;1520;3420
2917200365;20140610T000000;445434;2;1;1470;7137;1;0;0;3;7;1020;450;1941;0;98103;477.008;-122.352;1470;7067
1930300915;20140820T000000;525000;3;1;1240;4800;1;0;0;3;7;800;440;1951;0;98103;476.563;-122.353;1440;4800
3797000035;20140521T000000;430000;3;1;1150;3000;1;0;0;5;6;1150;0;1906;0;98103;476.867;-122.345;1460;3200
4083304700;20141125T000000;488000;3;1;1600;3200;1.5;0;0;3;7;1600;0;1909;0;98103;47.653;-122.331;1860;3420
1931300870;20140528T000000;355000;2;1;1270;3200;1;0;0;4;7;960;310;1920;0;98103;476.565;-122.348;1410;1320
1930301325;20150423T000000;1,03E+09;3;2.75;2780;4000;2;0;2;5;8;1960;820;1904;0;98103;476.565;-122.355;1490;4800
9266700175;20150327T000000;415000;2;1;880;5100;1;0;0;4;7;880;0;1941;0;98103;47.694;-122.346;980;5100
4083300620;20150227T000000;930000;3;1.75;2460;4240;1;0;0;4;7;1230;1230;1925;0;98103;476.593;-122.337;1700;4240
9550200155;20150407T000000;887200;3;1;1400;5100;1.5;0;0;3;7;1400;0;1900;0;98103;476.677;-122.333;1740;3060
1257201530;20140513T000000;620000;3;1;1710;4050;1.5;0;0;3;7;1710;0;1909;0;98103;476.732;-122.331;1790;4896
1972201960;20140825T000000;513000;3;2.25;1500;1312;3;0;0;3;8;1500;0;2007;0;98103;476.534;-122.346;1500;1282
3626039268;20140516T000000;540000;1;1;1140;6700;1.5;0;0;3;7;1140;0;1920;0;98103;476.958;-122.357;1350;6700
9551201155;20140728T000000;925000;3;3.25;2610;4500;1.5;0;0;4;9;1660;950;1909;0;98103;476.701;-122.339;2110;4500
9530100225;20150409T000000;805000;4;2;1890;4500;1.5;0;0;3;7;1490;400;1907;1993;98103;476.684;-122.356;1640;4010
1931300010;20150501T000000;562500;2;1;1170;2800;1.5;0;0;4;5;1170;0;1905;0;98103;476.574;-122.345;1660;4996
3856903495;20140709T000000;759000;4;1.75;2100;4750;1;0;0;3;7;1340;760;1975;0;98103;476.695;-122.333;1700;4125
4083300595;20141208T000000;650000;3;1;1430;4240;1.5;0;0;3;7;1430;0;1924;0;98103;476.595;-122.337;1660;4240
1972202320;20150427T000000;380000;3;1;1220;3000;1.5;0;0;3;6;1220;0;1901;0;98103;476.506;-122.346;1350;3000
510000050;20141203T000000;762000;3;1.75;2150;2527;2;0;0;4;8;1400;750;1906;0;98103;476.629;-122.329;1610;3663
9550202140;20141117T000000;1,31E+09;4;3.75;3490;5625;2;0;0;3;9;2610;880;2014;0;98103;476.685;-122.332;1940;5000
2917200675;20150127T000000;340000;2;1.75;1500;4158;1;0;0;4;7;1220;280;1947;0;98103;477.006;-122.35;1270;4081
4340610080;20140804T000000;269500;2;1;800;1200;2;0;0;3;7;800;0;1999;0;98103;476.969;-122.347;806;1200
3126049415;20150407T000000;388000;3;1.75;1350;2325;3;0;0;3;7;1350;0;1999;0;98103;476.965;-122.35;1520;1652
4083800345;20150427T000000;620000;4;2.25;1890;4300;1.5;0;0;3;7;1350;540;1918;0;98103;476.649;-122.337;1830;3800
6431000005;20141123T000000;599995;3;1;1620;3000;1.5;0;0;5;7;1620;0;1928;0;98103;476.888;-122.347;1420;3060
2402100675;20150210T000000;645000;3;3.75;2050;6000;2;0;0;5;7;1550;500;1910;0;98103;476.873;-122.332;1780;4000
8021700725;20140904T000000;422500;3;2;1300;2250;2;0;0;3;7;1300;0;1988;0;98103;476.923;-122.332;1300;4500
3797002575;20141010T000000;605000;4;1.5;1880;3500;1;0;0;4;7;1080;800;1926;0;98103;476.835;-122.347;1690;3500
5693501100;20140731T000000;640000;3;3;1560;1466;3;0;0;3;8;1560;0;2006;0;98103;476.604;-122.352;1530;2975
6758700050;20150401T000000;812000;3;2;1970;3420;2;0;3;5;8;1970;0;1913;0;98103;476.762;-122.354;1770;3420
2402100895;20140625T000000;640000;33;1.75;1620;6000;1;0;0;5;7;1040;580;1947;0;98103;476.878;-122.331;1330;4700
2306400010;20141017T000000;500000;2;1;1120;3220;1;0;0;4;7;1120;0;1923;0;98103;476.588;-122.344;1440;3220
4310701330;20150309T000000;415000;3;1.5;1220;835;1.5;0;0;4;6;1220;0;1950;0;98103;476.981;-122.341;1360;1251
9550200470;20141001T000000;690000;4;1.5;1970;4590;2.5;0;0;3;7;1970;0;1909;0;98103;47.666;-122.332;1900;4590
9550201495;20141003T000000;765000;3;1.75;2120;5000;2;0;0;3;7;1980;140;1920;2010;98103;476.666;-122.331;2020;5000
3797001900;20140922T000000;360000;3;1.5;1360;6000;1;0;0;3;6;860;500;1911;0;98103;476.846;-122.345;1560;3000
4083802425;20141010T000000;608000;3;1.5;2240;3750;1;0;0;3;7;1220;1020;1952;0;98103;476.624;-122.336;1570;3400
1972201305;20140729T000000;500000;2;2;1250;3360;1;0;0;3;7;1250;0;1957;0;98103;476.526;-122.349;1250;3360
455000190;20141006T000000;825000;3;1.75;2080;5000;2;0;0;5;8;2080;0;1906;0;98103;476.717;-122.356;1820;5000
3975400190;20141104T000000;509000;4;2;1960;2166;1.5;0;0;4;7;1260;700;1926;0;98103;476.545;-122.344;1670;4000
3797000290;20140612T000000;660000;3;3;2340;2970;2;0;0;5;8;2160;180;1925;0;98103;476.868;-122.348;1370;4000
9521101315;20150501T000000;600000;3;1;1310;5000;1.5;0;0;3;7;1310;0;1906;0;98103;476.624;-122.347;1530;4800
2508000020;20140819T000000;250000;2;1;750;6350;1;0;0;3;5;750;0;1920;0;98103;476.938;-122.356;920;6350
4310703070;20150413T000000;650000;6;3;2960;5000;1;0;0;3;8;1790;1170;1968;0;98103;476.971;-122.341;1280;1251
3226049530;20150122T000000;465000;5;3;2010;7264;1;0;0;3;7;1290;720;1990;0;98103;476.945;-122.33;1510;7326
9482700440;20140506T000000;533000;5;2.75;1800;3780;1.5;0;0;3;7;1400;400;1926;0;98103;476.831;-122.343;1400;3780
6430500086;20150116T000000;341000;3;1;940;4200;1;0;0;3;7;940;0;1955;0;98103;476.878;-122.35;1380;4080
1972200725;20150407T000000;620000;3;2.5;1776;1248;3;0;0;3;8;1604;172;2006;0;98103;476.539;-122.352;1780;1248
4083301950;20141120T000000;580000;2;1;1040;3200;1;0;0;3;7;1040;0;1926;0;98103;476.558;-122.334;1890;4000
4452300130;20140522T000000;677000;3;2;2000;3207;1;0;0;4;7;1100;900;1916;0;98103;476.561;-122.341;1460;3200
4310702759;20150312T000000;326000;2;1.5;1030;798;3;0;0;3;8;1030;0;2008;0;98103;476.975;-122.34;1020;1026
9267200345;20140602T000000;342000;2;2.5;1175;1366;2;0;0;3;8;740;435;2005;0;98103;476.962;-122.342;1710;1255
6813600440;20141022T000000;442000;2;1.75;860;5535;1;0;0;3;7;860;0;1948;0;98103;476.901;-122.331;1420;4960
9521100795;20140623T000000;569000;4;2;1730;3884;1;0;0;5;7;1060;670;1924;0;98103;476.624;-122.349;1360;3563
625049153;20140603T000000;605000;3;2;2060;4040;1;0;0;4;8;1120;940;1947;0;98103;476.798;-122.352;1500;4000
9523102660;20140513T000000;560000;3;1;1440;5000;2;0;0;3;7;1440;0;1910;0;98103;476.741;-122.354;1850;4500
6431500122;20150428T000000;520000;3;1.5;1580;8841;1.5;0;0;5;7;1180;400;1923;0;98103;476.931;-122.352;1580;7512
9523102040;20140922T000000;440000;3;1.5;2260;5300;1;0;0;3;7;1200;1060;1940;0;98103;476.756;-122.348;1950;5000
3975400185;20150513T000000;645000;3;2;1640;4218;1;0;0;4;7;910;730;1941;0;98103;476.546;-122.344;1670;4000
3392900080;20140706T000000;625000;2;1.75;1990;4000;1;0;0;5;7;1090;900;1952;0;98103;476.889;-122.342;1270;5700
2919201365;20140616T000000;650000;4;2.75;2610;4160;3;0;0;5;8;1910;700;1910;0;98103;476.901;-122.357;1470;4140
6813600605;20150128T000000;1.35e+006;4;4.5;3420;7440;3;0;0;3;9;3420;0;2014;0;98103;476.875;-122.33;1360;5580
2513500010;20150504T000000;747000;2;1;990;4000;1;0;0;4;7;990;0;1911;0;98103;476.589;-122.341;1560;4000
6430000275;20140506T000000;485000;3;2;1420;4080;1.5;0;0;3;7;1420;0;1905;2013;98103;476.872;-122.349;1420;4590
4146800050;20141126T000000;563000;3;2;1580;5289;1;0;0;3;7;870;710;1940;0;98103;476.881;-122.342;1310;5535
2402100715;20140726T000000;658500;2;1;1410;5101;1.5;0;0;3;8;1410;0;1927;0;98103;476.872;-122.333;1410;4224
2331300415;20140620T000000;780000;3;2.25;2140;3000;2;0;0;3;9;2140;0;1905;2006;98103;476.767;-122.351;1430;4712
6815100380;20150514T000000;855000;3;1.75;1900;4000;1;0;0;3;7;1300;600;1965;0;98103;476.854;-122.331;1880;4000
480000170;20140627T000000;480000;2;1;1500;3420;1;0;0;3;7;1500;0;1902;0;98103;47.661;-122.338;2050;3420
